question,date,horizon_hours,rolling_cost,event_cost,cost_difference,rolling_emergency_kwh,event_emergency_kwh,emergency_difference_kwh,rolling_end_soc_kwh,event_end_soc_kwh,end_soc_difference_kwh,rolling_solve_seconds,event_solve_seconds,speedup,rolling_max_residual,event_max_residual
Q4-3,2025-08-01,12,22548.69906355771,22950.836184188815,402.13712063110506,422.40821888889167,549.1943916666667,126.786172777775,2235.063607500002,4740.790247500003,2505.7266400000008,1.4974470000015572,0.1400158000178635,10.694843009221172,2.2737367544323206e-13,0.0
