question,date,horizon_hours,rolling_cost,event_cost,cost_difference,rolling_emergency_kwh,event_emergency_kwh,emergency_difference_kwh,rolling_end_soc_kwh,event_end_soc_kwh,end_soc_difference_kwh,rolling_solve_seconds,event_solve_seconds,speedup,rolling_max_residual,event_max_residual
Q3,2025-08-01,12,24427.747405810554,25107.952008102224,680.2046022916693,572.1117388888885,798.5856833333335,226.473944444445,2271.5391666666674,5583.73904580247,3312.199879135803,1.524199100007536,0.1585196999949403,9.61520303190194,5.684341886080802e-14,0.0
