operating_date,timestamp,executed,baseline,final_commitment,load_energy,pv_energy,price,charge,discharge,emergency,spill,mode,soc_before,soc_after
2025-01-27,2025-01-27T15:10:00,True,1009.2865877967685,1252.1390688034187,1042.4773333333333,554.1298666666667,0.66,763.7916021367521,0.0,0.0,0.0,1.0,8853.765740275408,9541.178182198486
2025-01-27,2025-01-27T15:20:00,True,311.7066685897439,1244.9745130341882,1023.0917166666666,528.7180999999999,0.7217,750.6008963675216,0.0,0.0,0.0,1.0,9541.178182198486,10216.718988929255
2025-01-27,2025-01-27T15:30:00,True,357.64429487179495,725.445652471773,1067.69,504.925,0.7308,162.68065247177287,0.0,0.0,0.0,1.0,10216.718988929255,10363.13157615385
2025-01-27,2025-01-27T15:40:00,True,414.0644839743587,529.8555450854699,1084.7068166666666,456.07213333333334,0.7534,0.0,0.0,98.77913824786333,0.0,0.0,10363.13157615385,10363.13157615385
2025-01-27,2025-01-27T15:50:00,True,466.1485352564102,569.169399145299,1090.2867166666665,396.61148333333335,0.7823,0.0,0.0,124.5058341880341,0.0,0.0,10363.13157615385,10363.13157615385
2025-01-27,2025-01-27T16:00:00,True,510.1084615384617,600.3591282051284,1090.2933333333333,339.39374999999995,0.8055,0.0,0.0,150.54045512820448,0.0,0.0,10363.13157615385,10363.13157615385
2025-01-27,2025-01-27T16:10:00,True,564.8374899572652,641.5287205128201,1063.4437833333332,285.1558333333333,0.8271,0.0,0.0,136.75922948717925,0.0,0.0,10363.13157615385,10363.13157615385
2025-01-27,2025-01-27T16:20:00,True,621.2314318376066,684.3632262820515,1034.14185,234.33195,0.8519,0.0,0.0,115.44667371794822,0.0,0.0,10363.13157615385,10363.13157615385
2025-01-27,2025-01-27T16:30:00,True,679.7033051282053,729.2756634615387,1021.4216666666666,186.375,0.8791,0.0,0.0,105.77100320512727,0.0,0.0,10363.13157615385,10363.13157615385
2025-01-27,2025-01-27T16:40:00,True,739.9427444444447,775.9556666666663,1023.7234166666667,139.47109999999998,0.9024,0.0,0.0,108.29665000000023,0.0,0.0,10363.13157615385,10363.13157615385
2025-01-27,2025-01-27T16:50:00,True,781.2588350427345,803.7123211538462,1026.2757666666666,91.15028333333333,0.9163,0.0,1.6370904631912707e-12,131.41316217948588,0.0,0.0,10363.13157615385,10363.131576153848
2025-01-27,2025-01-27T17:00:00,True,814.200969230769,823.095019230769,1017.9183333333333,44.668749999999996,0.9264,0.0,0.0,150.1545641025641,0.0,0.0,10363.131576153848,10363.131576153848
2025-01-27,2025-01-27T17:10:00,True,820.5079677350423,827.9196760683756,1001.4264,9.640916666666666,0.9462,0.0,0.0,163.86580726495777,0.0,0.0,10363.131576153848,10363.131576153848
2025-01-27,2025-01-27T17:20:00,True,828.2121752136749,834.1415418803416,1007.3272166666667,0.0,0.9742,0.0,1.6370904631912707e-12,173.18567478632394,0.0,0.0,10363.131576153848,10363.131576153846
2025-01-27,2025-01-27T17:30:00,True,840.3104205128205,844.7574455128206,1048.165,0.0,0.9862,0.0,1.6370904631912707e-12,203.40755448717937,0.0,0.0,10363.131576153846,10363.131576153844
2025-01-27,2025-01-27T17:40:00,True,865.8705985042735,868.8352818376068,1080.8762,0.5733999999999999,0.976,0.0,0.0,211.4675181623934,0.0,0.0,10363.131576153844,10363.131576153844
2025-01-27,2025-01-27T17:50:00,True,786.5725168803419,788.0548585470086,951.0957,0.0,1.0742,0.0,0.0,163.04084145299203,0.0,0.0,10363.131576153844,10363.131576153844
2025-01-27,2025-01-27T18:00:00,True,652.3544871794873,744.0116666666665,744.0116666666665,0.0,1.2313,0.0,0.0,0.0,7.385320422906933e-13,0.0,10363.131576153844,10363.131576153844
2025-01-27,2025-01-27T18:10:00,True,0.0,210.43044364102627,712.9986,0.041166666666666664,1.2561,0.0,425.2144704615362,77.3125192307707,0.0,0.0,10363.131576153844,9890.671053418804
2025-01-27,2025-01-27T18:20:00,True,655.216214102564,655.216214102564,722.8973833333332,0.0,1.2447,0.0,0.0,67.68116923076923,0.0,0.0,9890.671053418804,9890.671053418804
2025-01-27,2025-01-27T18:30:00,True,467.59854166666537,650.3496794871795,700.9966666666666,0.0,1.2545,0.0,1.8474111129762605e-13,50.64698717948686,0.0,0.0,9890.671053418804,9890.671053418804
2025-01-27,2025-01-27T18:40:00,True,651.0440051282052,651.0440051282052,709.9236999999999,0.00295,1.2522,0.0,1.4210854715202004e-13,58.87674487179456,0.0,0.0,9890.671053418804,9890.671053418804
2025-01-27,2025-01-27T18:50:00,True,0.0,0.0,706.7780166666666,0.0,1.2881,0.0,651.9600410256406,54.81797564102603,0.0,0.0,9890.671053418804,9166.271007834759
2025-01-27,2025-01-27T19:00:00,True,0.0,0.0,692.9116666666666,0.0,1.3466,0.0,692.9116666666666,0.0,0.0,0.0,9166.271007834759,8396.369155982908
2025-01-27,2025-01-27T19:10:00,True,0.0,0.0,717.9855666666667,0.00021666666666666666,1.3523,0.0,717.98535,0.0,0.0,0.0,8396.369155982908,7598.607655982907
2025-01-27,2025-01-27T19:20:00,True,0.0,0.0,737.7151166666665,0.0,1.3445,0.0,737.7151166666665,0.0,0.0,0.0,7598.607655982907,6778.924193019944
2025-01-27,2025-01-27T19:30:00,True,0.0,0.0,740.405,0.0,1.3483,0.0,740.405,0.0,0.0,0.0,6778.924193019944,5956.251970797722
2025-01-27,2025-01-27T19:40:00,True,0.0,0.0,754.7615833333332,0.0,1.349,0.0,754.7615833333332,0.0,0.0,0.0,5956.251970797722,5117.62798931624
2025-01-27,2025-01-27T19:50:00,True,0.0,0.0,746.2927666666666,0.0,1.3473,0.0,746.2927666666666,0.0,0.0,0.0,5117.62798931624,4288.413804131055
2025-01-27,2025-01-27T20:00:00,True,0.0,0.0,725.0783333333334,0.0,1.3482,0.0,725.0783333333334,0.0,0.0,0.0,4288.413804131055,3482.771211538463
2025-01-27,2025-01-27T20:10:00,True,0.0,0.0,737.4513333333332,0.0,1.3513,0.0,737.4513333333332,0.0,0.0,0.0,3482.771211538463,2663.380841168093
2025-01-27,2025-01-27T20:20:00,True,0.0,0.0,733.8559166666666,0.0,1.34,0.0,3.402492948719555,730.4534237179471,0.0,0.0,2663.380841168093,2659.6002934472936
2025-01-27,2025-01-27T20:30:00,True,0.0,0.0,710.2433333333333,0.0,1.3489,0.0,655.1948717948717,55.04846153846162,0.0,0.0,2659.6002934472936,1931.6059914529917
2025-01-27,2025-01-27T20:40:00,True,0.0,0.0,714.1823166666666,0.0,1.3952,0.0,658.4453923076925,55.736924358974086,0.0,0.0,1931.6059914529917,1200.0
2025-01-27,2025-01-27T20:50:00,True,665.2324205128205,665.2324205128205,720.7088333333332,0.0,1.2226,0.0,0.0,55.47641282051279,0.0,0.0,1200.0,1200.0
2025-01-27,2025-01-27T21:00:00,True,671.3639102564102,671.3639102564102,722.27,0.0,0.9332,0.0,0.0,50.906089743589746,0.0,0.0,1200.0,1200.0
2025-01-27,2025-01-27T21:10:00,True,671.0008891025641,671.0008891025641,737.5014666666666,0.0,0.9068,0.0,0.0,66.50057756410251,0.0,0.0,1200.0,1200.0
2025-01-27,2025-01-27T21:20:00,True,662.9598846153846,662.9598846153846,746.1933333333333,0.0,0.9371,0.0,0.0,83.2334487179487,0.0,0.0,1200.0,1200.0
2025-01-27,2025-01-27T21:30:00,True,666.3996794871796,666.3996794871796,755.8199999999999,0.0,0.9371,0.0,0.0,89.42032051282035,0.0,0.0,1200.0,1200.0
2025-01-27,2025-01-27T21:40:00,True,689.2427429487179,689.2427429487179,778.4101333333333,0.0,0.9871,0.0,0.0,89.16739038461537,0.0,0.0,1200.0,1200.0
2025-01-27,2025-01-27T21:50:00,True,625.4716756410256,625.4716756410256,701.5676666666666,0.0,0.7764,0.0,0.0,76.09599102564096,0.0,0.0,1200.0,1200.0
2025-01-27,2025-01-27T22:00:00,True,1346.7126923076924,1346.7126923076924,575.5966666666666,0.0,0.4209,771.1160256410259,0.0,0.0,-9.34563252996394e-14,1.0,1200.0,1894.0044230769233
2025-01-27,2025-01-27T22:10:00,True,1339.5448660256409,1339.5448660256409,573.8971333333333,0.0,0.3859,765.6477326923076,0.0,0.0,0.0,1.0,1894.0044230769233,2583.0873825000003
2025-01-27,2025-01-27T22:20:00,True,528.5923064102565,528.5923064102565,590.92855,0.0,0.4368,0.0,62.3362435897435,0.0,0.0,0.0,2583.0873825000003,2513.8248896225077
2025-01-27,2025-01-27T22:30:00,True,1361.0883974358976,1361.0883974358976,575.8199999999999,0.0,0.4198,785.2683974358977,0.0,0.0,0.0,1.0,2513.8248896225077,3220.5664473148154
2025-01-27,2025-01-27T22:40:00,True,1360.1529717948717,1360.1529717948717,581.4008833333332,0.0,0.4186,778.7520884615385,0.0,0.0,0.0,1.0,3220.5664473148154,3921.4433269302
2025-01-27,2025-01-27T22:50:00,True,526.1455717948718,526.1455717948718,572.0588166666666,0.0,0.4241,0.0,45.91324487179486,0.0,0.0,0.0,3921.4433269302,3870.4286104059834
2025-01-27,2025-01-27T23:00:00,True,1360.964358974359,1360.964358974359,554.9516666666666,0.0,0.4237,806.0126923076923,0.0,0.0,0.0,1.0,3870.4286104059834,4595.840033482907
2025-01-27,2025-01-27T23:10:00,True,537.0197333333332,537.0197333333332,580.0948166666667,0.0,0.4248,0.0,43.07508333333351,0.0,0.0,0.0,4595.840033482907,4547.978829779203
2025-01-27,2025-01-27T23:20:00,True,543.5167391025642,543.5167391025642,606.0341166666666,0.0,0.424,0.0,62.51737756410239,0.0,0.0,0.0,4547.978829779203,4478.5150769302
2025-01-27,2025-01-27T23:30:00,True,1378.713141025641,1378.713141025641,617.4449999999999,0.0,0.422,761.2681410256412,0.0,0.0,0.0,1.0,4478.5150769302,5163.656403853277
