operating_date,timestamp,executed,baseline,final_commitment,load_energy,pv_energy,price,charge,discharge,emergency,spill,mode,soc_before,soc_after
2025-01-24,2025-01-24T17:50:00,True,813.8153793478263,813.8153793478263,445.59731666666664,0.0,1.0742,0.0,1.6370904631912707e-12,0.0,368.2180626811595,0.0,10800.0,10799.999999999998
2025-01-24,2025-01-24T18:00:00,True,668.1253623188405,668.1253623188405,424.8666666666666,0.0,1.2313,0.0,0.0,0.0,243.2586956521744,0.0,10799.999999999998,10799.999999999998
2025-01-24,2025-01-24T18:10:00,True,0.0,0.0,460.64823333333334,0.031233333333333335,1.2561,0.0,460.6169999999987,0.0,0.0,0.0,10799.999999999998,10288.203333333333
2025-01-24,2025-01-24T18:20:00,True,667.4449471014493,667.4449471014493,474.80753333333337,0.0,1.2447,192.63741376811595,0.0,0.0,0.0,1.0,10288.203333333333,10461.577005724637
2025-01-24,2025-01-24T18:30:00,True,652.4889739130446,652.4889739130446,457.39,0.0,1.2545,195.09897391304457,0.0,0.0,0.0,1.0,10461.577005724637,10637.166082246378
2025-01-24,2025-01-24T18:40:00,True,661.7040224637682,661.7040224637682,474.19926666666663,0.00225,1.2522,180.92657528180195,0.0,0.0,6.580430515299611,1.0,10637.166082246378,10800.0
2025-01-24,2025-01-24T18:50:00,True,0.0,0.0,475.7190833333333,0.0,1.2881,0.0,475.7190833333341,0.0,0.0,0.0,10800.0,10271.42324074074
2025-01-24,2025-01-24T19:00:00,True,0.0,0.0,456.47499999999997,0.0,1.3466,0.0,456.4750000000007,0.0,0.0,0.0,10271.42324074074,9764.228796296295
2025-01-24,2025-01-24T19:10:00,True,0.0,0.0,462.3274833333333,0.0,1.3523,0.0,462.3274833333333,0.0,0.0,0.0,9764.228796296295,9250.531592592592
2025-01-24,2025-01-24T19:20:00,True,0.0,0.0,451.24036666666666,0.0,1.3445,0.0,451.24036666666666,0.0,0.0,0.0,9250.531592592592,8749.153407407406
2025-01-24,2025-01-24T19:30:00,True,0.0,0.0,424.00166666666667,0.0,1.3483,0.0,424.00166666666667,0.0,0.0,0.0,8749.153407407406,8278.040444444443
2025-01-24,2025-01-24T19:40:00,True,0.0,0.0,428.91021666666666,0.0,1.349,0.0,428.91021666666666,0.0,0.0,0.0,8278.040444444443,7801.473537037035
2025-01-24,2025-01-24T19:50:00,True,0.0,0.0,443.1460333333333,0.0,1.3473,0.0,443.1460333333333,0.0,0.0,0.0,7801.473537037035,7309.089055555554
2025-01-24,2025-01-24T20:00:00,True,0.0,0.0,454.61833333333334,0.0,1.3482,0.0,454.61833333333334,0.0,0.0,0.0,7309.089055555554,6803.957574074073
2025-01-24,2025-01-24T20:10:00,True,0.0,0.0,473.00441666666666,0.0,1.3513,0.0,473.00441666666666,0.0,0.0,0.0,6803.957574074073,6278.39711111111
2025-01-24,2025-01-24T20:20:00,True,0.0,0.0,478.76101666666665,0.0,1.34,0.0,478.76101666666665,0.0,0.0,0.0,6278.39711111111,5746.4404259259245
2025-01-24,2025-01-24T20:30:00,True,0.0,0.0,458.98499999999996,0.0,1.3489,0.0,458.98499999999996,0.0,0.0,0.0,5746.4404259259245,5236.457092592591
2025-01-24,2025-01-24T20:40:00,True,0.0,0.0,428.7851166666667,0.0,1.3952,0.0,428.7851166666667,0.0,0.0,0.0,5236.457092592591,4760.029185185183
2025-01-24,2025-01-24T20:50:00,True,678.8681572463768,678.8681572463768,453.38105,0.0,1.2226,225.4871072463771,0.0,0.0,-3.410605131648481e-13,1.0,4760.029185185183,4962.967581706923
2025-01-24,2025-01-24T21:00:00,True,683.0441304347826,683.0441304347826,499.56833333333327,0.0,0.9332,183.47579710144905,0.0,0.0,2.5579538487363607e-13,1.0,4962.967581706923,5128.095799098227
2025-01-24,2025-01-24T21:10:00,True,684.356397826087,684.356397826087,473.2319333333333,0.0,0.9068,211.12446449275416,0.0,0.0,-4.547473508864641e-13,1.0,5128.095799098227,5318.107817141706
2025-01-24,2025-01-24T21:20:00,True,676.9165275362319,676.9165275362319,474.03,0.0,0.9371,202.88652753623157,0.0,0.0,3.694822225952521e-13,1.0,5318.107817141706,5500.705691924314
2025-01-24,2025-01-24T21:30:00,True,679.4888405797102,679.4888405797102,520.1183333333333,0.0,0.9371,159.3705072463773,0.0,0.0,-4.263256414560601e-13,1.0,5500.705691924314,5644.139148446054
2025-01-24,2025-01-24T21:40:00,True,703.7585710144929,703.7585710144929,516.3050166666667,0.0,0.9871,187.45355434782647,0.0,0.0,-2.8421709430404007e-13,1.0,5644.139148446054,5812.8473473590975
2025-01-24,2025-01-24T21:50:00,True,638.104052173913,638.104052173913,441.8484833333333,0.0,0.7764,196.25556884058014,0.0,0.0,-4.263256414560601e-13,1.0,5812.8473473590975,5989.47735931562
2025-01-24,2025-01-24T22:00:00,True,521.5229710144928,521.5229710144928,368.615,0.0,0.4209,152.90797101449243,0.0,0.0,3.410605131648481e-13,1.0,5989.47735931562,6127.094533228663
2025-01-24,2025-01-24T22:10:00,True,513.9583311594201,513.9583311594201,394.9870833333333,0.0,0.3859,118.97124782608682,0.0,0.0,0.0,1.0,6127.094533228663,6234.168656272141
2025-01-24,2025-01-24T22:20:00,True,536.037779710145,536.037779710145,438.5496666666666,0.0,0.4368,97.48811304347834,0.0,0.0,0.0,1.0,6234.168656272141,6321.907958011271
2025-01-24,2025-01-24T22:30:00,True,533.4543478260869,533.4543478260869,447.16166666666663,0.0,0.4198,86.29268115942023,0.0,0.0,0.0,1.0,6321.907958011271,6399.57137105475
2025-01-24,2025-01-24T22:40:00,True,532.2647601449274,532.2647601449274,441.2998666666666,0.0,0.4186,90.96489347826082,0.0,0.0,0.0,1.0,6399.57137105475,6481.439775185185
2025-01-24,2025-01-24T22:50:00,True,532.777134057971,532.777134057971,427.1882333333333,0.0,0.4241,105.58890072463771,0.0,0.0,0.0,1.0,6481.439775185185,6576.469785837358
2025-01-24,2025-01-24T23:00:00,True,536.1318115942029,536.1318115942029,414.8,0.0,0.4237,121.33181159420286,0.0,0.0,0.0,1.0,6576.469785837358,6685.668416272141
2025-01-24,2025-01-24T23:10:00,True,547.2188369565216,547.2188369565216,412.73589999999996,0.0,0.4248,134.48293695652166,0.0,0.0,0.0,1.0,6685.668416272141,6806.703059533011
2025-01-24,2025-01-24T23:20:00,True,553.7186188405798,553.7186188405798,394.08871666666664,0.0,0.424,159.62990217391314,0.0,0.0,0.0,1.0,6806.703059533011,6950.369971489533
2025-01-24,2025-01-24T23:30:00,True,554.583043478261,554.583043478261,381.78499999999997,0.0,0.422,172.79804347826098,0.0,0.0,0.0,1.0,6950.369971489533,7105.888210619968
2025-01-24,2025-01-24T23:40:00,True,559.5866688405796,559.5866688405796,426.4114833333333,0.0,0.424,133.17518550724628,0.0,0.0,0.0,1.0,7105.888210619968,7225.74587757649
2025-01-24,2025-01-24T23:50:00,True,559.7595007246376,559.7595007246376,457.47496666666666,0.0,0.4271,102.28453405797097,0.0,0.0,0.0,1.0,7225.74587757649,7317.801958228663
2025-01-24,2025-01-25T00:00:00,True,560.3860606060606,560.3860606060606,452.75333333333333,0.0,0.4276,107.63272727272738,0.0,0.0,-1.1368683772161603e-13,1.0,7317.801958228663,7414.671412774118
